ProductKey,Supplier,HierarchyLevel1,HierarchyLevel2,DIorDOM,Seasonal
52382,26641,32994,27781,DOM,False
26533,46640,32994,3986,DOM,False
65158,3750,32994,3986,DI,False
46468,45232,32994,3986,DOM,False
1487,26641,32994,27781,DOM,False
52598,26641,32994,27781,DOM,False
32209,26641,32994,3986,DOM,False
21842,26641,32994,27781,DOM,False
47834,26641,32994,3986,DOM,False
9288,26641,32994,3986,DOM,False
18748,26641,32994,27781,DOM,False
53886,14721,32994,18876,DI,False
31235,26641,32994,3986,DOM,False
43580,26641,32994,3986,DOM,False
11111,26641,32994,3986,DOM,False
42641,14721,32994,3986,DI,False
26923,26641,32994,3986,DOM,False
65361,126,32994,18876,DI,False
34667,26641,32994,3986,DOM,False
42527,45232,32994,3986,DOM,False
67081,41152,32994,27781,DI,False
50599,126,32994,18876,DI,False
80393,31574,32994,27781,DI,False
67907,26641,32994,3986,DOM,False
44074,14721,32994,3986,DI,False
54165,14365,32994,18876,DOM,False
22415,14365,32994,3986,DOM,False
63984,26641,32994,3986,DOM,False
6759,26641,32994,3986,DOM,False
57077,26641,32994,3986,DOM,False
34940,26641,32994,3986,DOM,False
29868,26641,32994,3986,DOM,False
59814,14721,32994,27781,DI,False
379,77728,32994,3986,DI,False
73163,26641,32994,3986,DOM,False
56492,26641,32994,3986,DOM,False
57923,26641,32994,3986,DOM,False
51329,39488,32994,3986,DI,False
23940,49645,32994,3986,DOM,False
28249,26641,32994,27781,DOM,False
18453,14721,32994,18876,DI,False
38652,26641,32994,18876,DOM,False
60034,27606,39025,18876,DOM,True
43969,27606,39025,18876,DOM,True
62852,31974,39025,71089,DI,True
7923,14733,39025,54877,DI,True
21193,27606,39025,54877,DOM,True
3405,27606,39025,54877,DOM,True
42857,27606,39025,54877,DOM,True
73235,36132,39025,71089,DOM,True
54976,12106,39025,71089,DOM,True
31487,7450,39025,71089,DI,True
31060,7450,39025,71089,DI,True
18119,80516,39025,18876,DI,True
32459,31974,39025,71089,DI,True
21026,71214,39025,71089,DI,True
67387,7450,39025,71089,DI,True
38285,80516,39025,71089,DI,True
78137,12106,39025,18876,DOM,True
57626,31974,39025,71089,DI,True
24483,80516,39025,18876,DI,True
37457,31974,39025,71089,DI,True
5535,12106,39025,71089,DOM,True
58956,80516,39025,71089,DI,True
876,31974,39025,71089,DI,True
15411,80516,39025,18876,DI,True
19919,14733,39025,18876,DI,True
59923,7450,39025,71089,DI,True
1085,80516,39025,71089,DI,True
54839,7450,39025,71089,DI,True
12457,71214,39025,71089,DI,True
68172,14733,39025,18876,DI,True
50908,12106,39025,54877,DOM,True
33273,12106,39025,71089,DOM,True
69172,47423,39025,18876,DI,True
22882,27606,39025,18876,DOM,True
77336,31974,39025,71089,DI,True
50659,69,39025,71089,DOM,True
54027,42481,39025,71089,DOM,True
11102,64834,39025,71089,DOM,True
71594,6915,39025,18876,DI,True
74436,6915,39025,71089,DI,True
48618,31974,39025,71089,DI,True
36055,7450,39025,71089,DI,True
4246,14733,39025,18876,DI,True
63227,12106,39025,54877,DOM,True
20520,27606,39025,18876,DOM,True
48247,12106,39025,71089,DOM,True
56763,12106,39025,71089,DOM,True
38231,12106,39025,71089,DOM,True
7417,14733,39025,54877,DI,True
11791,31974,39025,71089,DI,True
55260,34188,39025,18876,DOM,True
55054,34188,39025,18876,DOM,True
45903,34188,39025,18876,DOM,True
40440,76173,39025,54877,DI,True
54627,6915,39025,54877,DI,True
64985,3219,39025,71089,DI,True
37322,69,39025,71089,DOM,True
41248,70833,39025,71089,DI,True
10868,73775,39025,71089,DI,True
17577,3219,39025,71089,DI,True
21950,76064,39025,18876,DI,True
9509,73775,39025,71089,DI,True
1802,79775,32994,3986,DOM,False
45400,19121,32994,27781,DOM,False
39699,30285,32994,3986,DOM,False
70126,30285,32994,27781,DOM,False
50608,19300,32994,3986,DOM,False
69998,66023,32994,3986,DI,False
57087,19121,32994,3986,DOM,False
70141,19121,32994,27781,DOM,False
74796,44172,32994,18876,DI,False
25221,19482,32994,3986,DI,False
947,19300,32994,3986,DOM,False
12676,19121,32994,3986,DOM,False
7373,19300,32994,3986,DOM,False
6613,19300,32994,3986,DOM,False
62703,58753,32994,3986,DI,False
57125,65376,32994,3986,DOM,False
31841,65376,32994,3986,DOM,False
32555,14733,32994,3986,DI,False
4424,14733,32994,3986,DI,False
57596,14733,32994,3986,DI,False
12027,14733,32994,3986,DI,False
53881,36132,32994,3986,DOM,False
74277,36132,32994,3986,DOM,False
76293,36132,32994,3986,DOM,False
61348,28040,32994,3986,DOM,False
16380,51496,32994,3986,DOM,False
20020,28040,32994,3986,DOM,False
73224,28040,32994,3986,DOM,False
36753,22981,32994,3986,DOM,False
4149,29699,32994,3986,DOM,False
63137,13451,32994,3986,DI,False
67659,28040,32994,3986,DOM,False
24128,69935,32994,3986,DOM,False
8865,14733,32994,18876,DI,False
31350,74006,32994,3986,DI,False
21665,14733,32994,3986,DI,False
1172,39017,32994,3986,DOM,False
13322,29792,32994,27781,DI,False
10564,17838,32994,27781,DI,False
56637,14430,32994,18876,DOM,False
22394,29792,32994,27781,DI,False
24765,77687,32994,27781,DOM,False
43780,77687,32994,27781,DOM,False
58096,14430,32994,27781,DOM,False
64291,17838,32994,27781,DI,False
31264,77687,32994,27781,DOM,False
37248,70789,32994,27781,DI,False
12277,29792,32994,27781,DI,False
63170,77687,32994,27781,DOM,False
79725,19121,32994,27781,DOM,False
69281,30285,32994,27781,DOM,False
63898,30285,32994,27781,DOM,False
15657,58753,32994,27781,DI,False
68906,19121,32994,18876,DOM,False
4664,19121,32994,27781,DOM,False
24219,30285,32994,18876,DOM,False
42633,19121,32994,27781,DOM,False
61642,19121,32994,18876,DOM,False
63359,19121,32994,18876,DOM,False
51957,39017,32994,18876,DOM,False
74835,19121,32994,27781,DOM,False
10156,77687,32994,18876,DOM,False
54489,77687,32994,18876,DOM,False
54320,77687,32994,18876,DOM,False
40347,14430,32994,18876,DOM,False
30184,77687,32994,27781,DOM,False
78893,29792,32994,27781,DI,False
4579,70789,32994,27781,DI,False
24310,46899,32994,18876,DOM,False
58317,14430,32994,18876,DOM,False
20231,14430,32994,18876,DOM,False
18021,77687,32994,27781,DOM,False
26510,77687,32994,18876,DOM,False
74545,77687,32994,18876,DOM,False
67069,77687,32994,27781,DOM,False
16160,45305,32994,27781,DOM,False
25485,14430,32994,27781,DOM,False
59311,70789,32994,27781,DI,False
23984,45305,32994,27781,DOM,False
36802,43158,32994,18876,DI,False
26512,77687,32994,18876,DOM,False
46309,43158,32994,18876,DI,False
74015,77687,32994,18876,DOM,False
43711,77687,32994,18876,DOM,False
3149,43158,32994,18876,DI,False
59237,43158,32994,18876,DI,False
822,77687,32994,18876,DOM,False
12576,14430,32994,18876,DOM,False
30857,77687,32994,18876,DOM,False
37773,19121,32994,27781,DOM,False
13617,41297,32994,18876,DOM,False
77496,19121,32994,18876,DOM,False
22149,19121,32994,18876,DOM,False
43889,39017,32994,18876,DOM,False
4044,2715,32994,27781,DI,False
49829,30285,32994,18876,DOM,False
45625,30285,32994,18876,DOM,False
51024,19121,32994,18876,DOM,False
4356,41297,32994,27781,DOM,False
59778,41297,32994,18876,DOM,False
7573,58753,32994,27781,DI,False
35093,58753,32994,27781,DI,False
4129,58753,32994,27781,DI,False
36702,30285,32994,18876,DOM,False
46343,52634,32994,27781,DOM,False
12510,19121,32994,18876,DOM,False
80466,30285,32994,18876,DOM,False
76594,19121,32994,27781,DOM,False
50380,30285,32994,27781,DOM,False
18515,52634,32994,27781,DOM,False
60718,19121,32994,18876,DOM,False
43626,19121,32994,18876,DOM,False
77429,30285,32994,18876,DOM,False
26482,19121,32994,27781,DOM,False
5936,31994,32994,27781,DOM,False
35227,45095,32994,27781,DI,False
27074,19121,32994,27781,DOM,False
16133,30285,32994,18876,DOM,False
23242,39017,32994,27781,DOM,False
42082,19121,32994,27781,DOM,False
52396,45095,32994,27781,DI,False
77080,19121,32994,18876,DOM,False
55089,30285,32994,18876,DOM,False
71955,30285,32994,18876,DOM,False
13642,30285,32994,27781,DOM,False
27922,19121,32994,27781,DOM,False
60506,19121,32994,27781,DOM,False
55544,30285,32994,18876,DOM,False
42725,19121,32994,3986,DOM,False
65515,76272,32994,3986,DOM,False
56319,31994,32994,27781,DOM,False
65714,30285,32994,27781,DOM,False
33345,76272,32994,18876,DOM,False
23694,2715,32994,27781,DI,False
50605,19482,32994,27781,DI,False
38092,30285,32994,27781,DOM,False
11221,77687,32994,27781,DOM,False
470,14430,32994,27781,DOM,False
51549,43158,32994,18876,DI,False
55180,77687,32994,3986,DOM,False
56431,77687,32994,3986,DOM,False
14156,77687,32994,18876,DOM,False
76203,77687,32994,3986,DOM,False
66395,14430,32994,27781,DOM,False
50961,77687,32994,3986,DOM,False
75783,77687,32994,18876,DOM,False
28447,77687,32994,3986,DOM,False
27534,77687,32994,18876,DOM,False
23598,77687,32994,18876,DOM,False
9993,77687,32994,27781,DOM,False
70178,77687,32994,18876,DOM,False
58162,77687,32994,18876,DOM,False
968,77687,32994,18876,DOM,False
62418,77687,32994,27781,DOM,False
39876,77687,32994,27781,DOM,False
63551,74965,32994,18876,DOM,False
57547,14430,32994,18876,DOM,False
33109,77687,32994,18876,DOM,False
15476,77687,32994,18876,DOM,False
2652,77687,32994,27781,DOM,False
71383,77687,32994,18876,DOM,False
69959,40798,32994,18876,DOM,False
39460,77687,32994,27781,DOM,False
59790,77687,32994,18876,DOM,False
43338,77687,32994,27781,DOM,False
51638,77687,32994,18876,DOM,False
69226,77687,32994,27781,DOM,False
15660,77687,32994,18876,DOM,False
47373,70789,32994,18876,DI,False
2906,72405,32994,27781,DI,False
39258,45305,32994,18876,DOM,False
25827,77687,32994,18876,DOM,False
800,77687,32994,27781,DOM,False
667,40798,32994,18876,DOM,False
2934,43158,32994,27781,DI,False
71080,70789,32994,18876,DI,False
60103,77687,32994,18876,DOM,False
5683,31074,32994,18876,DOM,False
36578,77687,32994,18876,DOM,False
49578,77687,32994,18876,DOM,False
41192,40798,32994,18876,DOM,False
37614,45305,32994,18876,DOM,False
45647,70789,32994,18876,DI,False
71358,77687,32994,18876,DOM,False
70284,77687,32994,18876,DOM,False
70692,29792,32994,27781,DI,False
27557,17838,32994,27781,DI,False
38782,40798,32994,18876,DOM,False
45818,31074,32994,18876,DOM,False
11461,77687,32994,18876,DOM,False
54000,77687,32994,18876,DOM,False
59524,14430,32994,18876,DOM,False
8147,14430,32994,18876,DOM,False
23266,77687,32994,27781,DOM,False
64479,40260,32994,3986,DI,False
15332,70789,32994,18876,DI,False
50916,77687,32994,18876,DOM,False
8518,14430,32994,18876,DOM,False
696,77687,32994,18876,DOM,False
44668,77687,32994,27781,DOM,False
42469,14430,32994,18876,DOM,False
52846,77687,32994,18876,DOM,False
36345,77687,32994,27781,DOM,False
58199,77687,32994,18876,DOM,False
26993,29792,32994,27781,DI,False
70391,14430,32994,27781,DOM,False
57643,77687,32994,18876,DOM,False
73108,77687,32994,18876,DOM,False
21671,77687,32994,18876,DOM,False
9059,77687,32994,18876,DOM,False
3305,77687,32994,27781,DOM,False
43526,77687,32994,27781,DOM,False
12250,77687,32994,18876,DOM,False
72173,77687,32994,27781,DOM,False
9292,77687,32994,27781,DOM,False
52572,77687,32994,18876,DOM,False
46638,77687,32994,27781,DOM,False
11337,77687,32994,27781,DOM,False
22780,14430,32994,18876,DOM,False
60571,14430,32994,18876,DOM,False
58375,14430,32994,27781,DOM,False
9412,77687,32994,3986,DOM,False
76818,77687,32994,3986,DOM,False
28560,14430,32994,18876,DOM,False
75719,77687,32994,3986,DOM,False
39700,77687,32994,18876,DOM,False
28189,14430,32994,18876,DOM,False
38927,77687,32994,18876,DOM,False
48992,77687,32994,18876,DOM,False
62888,77687,32994,18876,DOM,False
58274,77687,32994,3986,DOM,False
6816,77687,32994,18876,DOM,False
42605,77687,32994,3986,DOM,False
14608,77687,32994,18876,DOM,False
31970,14430,32994,18876,DOM,False
73523,77687,32994,3986,DOM,False
30022,77687,32994,18876,DOM,False
68454,77687,32994,3986,DOM,False
12899,14430,32994,3986,DOM,False
20991,45305,32994,3986,DOM,False
50314,77687,32994,3986,DOM,False
19334,77687,32994,3986,DOM,False
29372,77687,32994,3986,DOM,False
41089,29792,32994,3986,DI,False
32869,77687,32994,27781,DOM,False
64406,77687,32994,3986,DOM,False
33521,77687,32994,3986,DOM,False
29814,77687,32994,27781,DOM,False
52584,17838,32994,18876,DI,False
75376,14430,32994,27781,DOM,False
49822,77687,32994,27781,DOM,False
13768,14430,32994,27781,DOM,False
69141,77687,32994,27781,DOM,False
73114,77687,32994,18876,DOM,False
71211,77687,32994,27781,DOM,False
71184,31074,32994,3986,DOM,False
33228,77687,32994,3986,DOM,False
77466,14430,32994,27781,DOM,False
39198,77687,32994,27781,DOM,False
6285,77687,32994,27781,DOM,False
80335,77687,32994,3986,DOM,False
54449,77687,32994,27781,DOM,False
42666,77687,32994,3986,DOM,False
39521,77687,32994,27781,DOM,False
75612,14430,32994,18876,DOM,False
62429,77687,32994,3986,DOM,False
13273,14430,32994,18876,DOM,False
1438,77687,32994,18876,DOM,False
55352,14430,32994,3986,DOM,False
78621,77687,32994,3986,DOM,False
78992,77687,32994,3986,DOM,False
37539,77687,32994,3986,DOM,False
43153,77687,32994,3986,DOM,False
28811,43158,32994,3986,DI,False
53995,77687,32994,3986,DOM,False
71144,77687,32994,18876,DOM,False
46039,77687,32994,3986,DOM,False
71495,77687,32994,27781,DOM,False
80001,77687,32994,27781,DOM,False
69407,77687,32994,3986,DOM,False
70676,17838,32994,3986,DI,False
80153,77687,32994,27781,DOM,False
77306,14430,32994,27781,DOM,False
59307,14430,32994,3986,DOM,False
77165,14430,32994,18876,DOM,False
74288,77687,32994,3986,DOM,False
30778,14430,32994,18876,DOM,False
77240,77687,32994,27781,DOM,False
30669,77687,32994,27781,DOM,False
24589,14430,32994,3986,DOM,False
44429,77687,32994,27781,DOM,False
53967,77687,32994,27781,DOM,False
66623,77687,32994,3986,DOM,False
56320,77687,32994,27781,DOM,False
37445,77687,32994,27781,DOM,False
53937,14430,32994,27781,DOM,False
66915,43158,32994,3986,DI,False
71519,77687,32994,3986,DOM,False
12344,77687,32994,3986,DOM,False
64383,14430,32994,3986,DOM,False
65287,77687,32994,18876,DOM,False
74663,77687,32994,3986,DOM,False
75108,70789,32994,18876,DI,False
27231,14430,32994,3986,DOM,False
6013,14430,32994,3986,DOM,False
53992,77687,32994,3986,DOM,False
58587,17838,32994,3986,DI,False
59838,77687,32994,3986,DOM,False
33394,77687,32994,3986,DOM,False
76207,47455,1566,18876,DOM,False
72729,60731,1566,71089,DOM,False
22837,47455,1566,71089,DOM,False
34001,31817,1566,18876,DOM,False
53510,31817,1566,18876,DOM,False
70616,60731,1566,18876,DOM,False
44941,31817,1566,18876,DOM,False
27490,60731,1566,18876,DOM,False
9172,60731,1566,18876,DOM,False
77785,47455,1566,71089,DOM,False
30834,60731,1566,54877,DOM,False
46844,60731,1566,18876,DOM,False
30787,60731,1566,71089,DOM,False
61527,8233,1566,18876,DOM,False
23301,31817,1566,18876,DOM,False
76042,31817,1566,54877,DOM,False
54239,47455,1566,71089,DOM,False
46400,60731,1566,71089,DOM,False
69487,47455,1566,18876,DOM,False
78431,60731,1566,71089,DOM,False
37049,78193,1566,71089,DOM,False
60163,53492,1566,71089,DI,False
61215,47455,1566,71089,DOM,False
76405,60731,1566,71089,DOM,False
27216,7593,1566,71089,DOM,False
12197,60731,1566,71089,DOM,False
20172,53344,1566,71089,DOM,False
3125,60731,1566,71089,DOM,False
70598,53344,1566,71089,DOM,False
52170,60731,1566,18876,DOM,False
66127,60731,1566,71089,DOM,False
3923,65543,1566,71089,DOM,False
50264,60731,1566,54877,DOM,False
69546,60731,1566,18876,DOM,False
8066,53344,1566,71089,DOM,False
56329,47455,1566,71089,DOM,False
61862,7593,1566,71089,DOM,False
31449,53344,1566,71089,DOM,False
54754,999,1566,71089,DOM,False
61455,57961,1566,71089,DOM,False
22159,78091,1566,71089,DOM,False
9735,78091,1566,71089,DOM,False
50439,70720,1566,71089,DI,False
13906,41844,1566,18876,DI,False
80025,70720,1566,71089,DI,False
75963,63042,1566,71089,DOM,False
7888,76523,1566,71089,DOM,False
67767,1480,1566,71089,DI,False
23366,64651,1566,71089,DI,False
44706,64651,1566,71089,DI,False
64877,45840,1566,71089,DOM,False
1334,5099,1566,71089,DOM,False
57947,5099,1566,18876,DOM,False
48178,63042,1566,71089,DOM,False
75257,41844,1566,18876,DI,False
58002,5099,1566,18876,DOM,False
68779,57961,1566,54877,DOM,False
64524,57961,1566,18876,DOM,False
62130,78091,1566,71089,DOM,False
40332,70720,1566,18876,DI,False
23426,34396,1566,71089,DI,False
40881,43618,1566,71089,DOM,False
18218,5099,1566,71089,DOM,False
19978,78091,1566,71089,DOM,False
59956,5099,1566,71089,DOM,False
79946,57961,1566,18876,DOM,False
79596,78091,1566,18876,DOM,False
79836,41844,1566,18876,DI,False
38445,70720,1566,71089,DI,False
58503,78091,1566,71089,DOM,False
68785,31457,1566,18876,DOM,False
71631,5099,1566,71089,DOM,False
20994,63042,1566,71089,DOM,False
30953,78091,1566,71089,DOM,False
50470,78091,1566,71089,DOM,False
49160,57961,1566,18876,DOM,False
75105,5099,1566,18876,DOM,False
15895,43618,1566,71089,DOM,False
8099,78091,1566,71089,DOM,False
1262,57961,1566,18876,DOM,False
73926,78091,1566,71089,DOM,False
68586,63042,1566,71089,DOM,False
6260,57961,1566,71089,DOM,False
63571,63042,1566,71089,DOM,False
54066,5099,1566,71089,DOM,False
43027,5099,1566,71089,DOM,False
3755,78091,1566,18876,DOM,False
69804,57961,1566,71089,DOM,False
48191,70720,1566,71089,DI,False
10206,1480,1566,71089,DI,False
18346,76523,1566,71089,DOM,False
37875,74965,1566,18876,DOM,False
17998,76295,1566,71089,DOM,False
62504,1480,1566,71089,DI,False
12257,76295,1566,71089,DOM,False
31430,76523,1566,18876,DOM,False
5582,69628,1566,71089,DOM,False
8028,57050,1566,18876,DOM,False
76637,74965,1566,71089,DOM,False
62940,1480,1566,71089,DI,False
21397,45840,1566,71089,DOM,False
77125,1480,1566,71089,DI,False
56280,9785,1566,71089,DI,False
47950,68726,1566,71089,DI,False
58697,9785,1566,18876,DI,False
2491,1480,1566,71089,DI,False
13154,68726,1566,71089,DI,False
15976,1480,1566,71089,DI,False
57100,69628,1566,71089,DOM,False
57675,76523,1566,18876,DOM,False
14490,76295,1566,71089,DOM,False
51126,1480,1566,71089,DI,False
35641,68726,1566,71089,DI,False
47487,64651,1566,71089,DI,False
26339,45840,1566,18876,DOM,False
68606,76523,1566,71089,DOM,False
2979,68726,1566,18876,DI,False
53957,40816,1566,71089,DOM,False
70983,30183,1566,18876,DOM,False
74967,76523,1566,71089,DOM,False
26336,45840,1566,71089,DOM,False
77600,68726,1566,18876,DI,False
52068,57050,1566,71089,DOM,False
35438,66003,1566,71089,DI,False
24583,69628,1566,71089,DOM,False
19951,9785,1566,71089,DI,False
49417,76295,1566,71089,DOM,False
33416,37184,1566,71089,DOM,False
1256,37184,1566,71089,DOM,False
76365,37184,1566,71089,DOM,False
38443,47218,1566,71089,DOM,False
5944,47218,1566,71089,DOM,False
65240,47218,1566,18876,DOM,False
52947,47218,1566,71089,DOM,False
41805,69318,1566,71089,DOM,False
38521,47218,1566,71089,DOM,False
49420,49329,1566,71089,DI,False
13466,47218,1566,18876,DOM,False
16497,34036,1566,71089,DOM,False
28696,34036,1566,71089,DOM,False
74707,34036,1566,71089,DOM,False
70137,34036,1566,71089,DOM,False
26168,47218,1566,71089,DOM,False
26371,74909,1566,71089,DI,False
59847,47082,1566,71089,DOM,False
18988,14275,23882,28611,DOM,False
6973,14275,23882,28611,DOM,False
44899,70940,23882,28611,DOM,False
44742,70940,23882,28611,DOM,False
68578,70940,23882,28611,DOM,False
72556,49127,23882,47024,DOM,False
53828,39839,23882,47024,DOM,False
66535,39839,23882,28611,DOM,False
76194,70940,23882,28611,DOM,False
42346,6252,23882,28611,DOM,False
67728,14275,23882,28611,DOM,False
3734,14275,23882,28611,DOM,False
20985,14275,23882,28611,DOM,False
30428,70940,23882,28611,DOM,False
40631,70940,23882,28611,DOM,False
76898,39839,23882,47024,DOM,False
63025,70940,23882,47024,DOM,False
40367,43067,23882,28611,DOM,False
56775,70940,23882,28611,DOM,False
71582,6252,23882,28611,DOM,False
51095,54719,23882,47024,DOM,False
41092,26856,23882,28611,DOM,False
61167,26856,23882,28611,DOM,False
50261,43067,23882,47024,DOM,False
33555,26856,23882,54877,DOM,False
66690,43067,23882,47024,DOM,False
25778,55677,23882,28611,DOM,False
34161,28172,23882,47024,DOM,False
32023,26856,23882,28611,DOM,False
78411,55677,23882,28611,DOM,False
25082,43067,23882,28611,DOM,False
40264,55677,23882,28611,DOM,False
73847,26856,23882,28611,DOM,False
77358,26856,23882,28611,DOM,False
33322,54719,23882,47024,DOM,False
80166,28642,23882,28611,DOM,False
72761,54719,23882,47024,DOM,False
31019,71984,23882,28611,DOM,False
29458,71984,23882,47024,DOM,False
46917,71984,23882,28611,DOM,False
72689,76491,23882,54877,DOM,False
33744,77695,23882,28611,DOM,False
70074,36350,23882,28611,DOM,False
19842,77695,23882,28611,DOM,False
68630,71984,23882,28611,DOM,False
31451,19739,24354,61779,DOM,False
71308,52283,24354,3163,DOM,False
68877,24456,24354,3163,DOM,False
16211,52283,24354,61779,DOM,False
20741,52283,24354,3163,DOM,False
18187,24456,24354,8226,DOM,False
3054,52283,24354,8226,DOM,False
64321,52283,24354,61779,DOM,False
78081,52283,24354,61779,DOM,False
63082,52283,24354,61779,DOM,False
10523,52283,24354,61779,DOM,False
11100,52283,24354,3163,DOM,False
51759,24456,24354,8226,DOM,False
62021,24456,24354,61779,DOM,False
24312,24456,24354,61779,DOM,False
71699,24456,24354,61779,DOM,False
22911,24456,24354,61779,DOM,False
10876,24456,24354,61779,DOM,False
605,24456,24354,61779,DOM,False
15143,52283,24354,8226,DOM,False
40530,52283,24354,61779,DOM,False
65288,52283,24354,61779,DOM,False
28492,65376,32994,3986,DOM,False
39099,36132,32994,18876,DOM,False
50939,65376,32994,18876,DOM,False
75387,36132,32994,18876,DOM,False
38672,29699,32994,18876,DOM,False
2642,13451,32994,27781,DI,False
47958,65376,32994,27781,DOM,False
77524,29699,32994,27781,DOM,False
54962,40414,32994,18876,DOM,False
50525,36132,32994,27781,DOM,False
38890,36132,32994,18876,DOM,False
42812,7025,32994,27781,DI,False
61761,36132,32994,27781,DOM,False
47386,79410,32994,27781,DI,False
25838,36132,32994,27781,DOM,False
14990,7025,32994,27781,DI,False
11984,14733,32994,3986,DI,False
18182,1067,32994,27781,DI,False
39478,36132,32994,18876,DOM,False
47508,29699,32994,18876,DOM,False
34245,69935,32994,18876,DOM,False
61052,65376,32994,18876,DOM,False
33360,7025,32994,18876,DI,False
29104,69935,32994,18876,DOM,False
55261,36132,32994,18876,DOM,False
26636,69935,32994,18876,DOM,False
54882,65376,32994,18876,DOM,False
36805,65376,32994,18876,DOM,False
74022,48442,32994,27781,DI,False
35175,40414,32994,18876,DOM,False
43391,40414,32994,18876,DOM,False
15388,40414,32994,18876,DOM,False
63988,40414,32994,18876,DOM,False
40546,40414,32994,18876,DOM,False
30213,14733,32994,3986,DI,False
40958,29699,32994,3986,DOM,False
56311,36132,32994,27781,DOM,False
23863,36132,32994,27781,DOM,False
12326,29699,32994,18876,DOM,False
72498,69935,32994,3986,DOM,False
17690,69935,32994,3986,DOM,False
38316,36132,32994,27781,DOM,False
49019,36132,32994,27781,DOM,False
26384,40414,32994,27781,DOM,False
45487,13451,32994,3986,DI,False
29997,36132,32994,27781,DOM,False
4466,65376,32994,3986,DOM,False
32672,65376,32994,3986,DOM,False
31007,69935,32994,3986,DOM,False
53823,36132,32994,27781,DOM,False
13444,69935,32994,3986,DOM,False
35899,13451,32994,3986,DI,False
15966,14733,32994,3986,DI,False
68664,14733,32994,3986,DI,False
40842,29699,32994,18876,DOM,False
11715,14733,32994,3986,DI,False
27539,36132,32994,18876,DOM,False
67334,14733,32994,3986,DI,False
3516,14733,32994,3986,DI,False
37289,65376,32994,3986,DOM,False
48397,19121,32994,3986,DOM,False
69534,19121,32994,3986,DOM,False
56934,19121,32994,3986,DOM,False
11964,58753,32994,3986,DI,False
53890,58753,32994,3986,DI,False
32208,76272,32994,18876,DOM,False
5517,76272,32994,18876,DOM,False
59156,29699,32994,3986,DOM,False
26750,14733,32994,3986,DI,False
33238,36132,32994,18876,DOM,False
13235,1415,32994,27781,DI,False
30875,30285,32994,27781,DOM,False
16536,19121,32994,27781,DOM,False
5223,66023,32994,3986,DI,False
12028,19121,32994,27781,DOM,False
41859,30285,32994,27781,DOM,False
72307,39017,32994,18876,DOM,False
37240,19482,32994,3986,DI,False
68067,30285,32994,18876,DOM,False
28997,19121,32994,3986,DOM,False
17011,30285,32994,27781,DOM,False
1330,19121,32994,3986,DOM,False
6127,19121,32994,18876,DOM,False
74388,30285,32994,27781,DOM,False
71298,19121,32994,18876,DOM,False
42361,76272,32994,3986,DOM,False
45393,76272,32994,3986,DOM,False
45455,19482,32994,3986,DI,False
63569,19121,32994,3986,DOM,False
71013,58753,32994,3986,DI,False
19213,58753,32994,3986,DI,False
69496,19300,32994,3986,DOM,False
25480,19300,32994,3986,DOM,False
22600,19121,32994,27781,DOM,False
9582,19300,32994,3986,DOM,False
33853,30285,32994,3986,DOM,False
38319,19121,32994,27781,DOM,False
47344,19121,32994,3986,DOM,False
1835,66023,32994,3986,DI,False
66289,31817,73770,54877,DOM,False
31981,66434,73770,54877,DOM,False
41090,66434,73770,54877,DOM,False
27891,71214,73770,71089,DI,False
19049,71324,73770,54877,DOM,False
7547,56409,73770,71089,DI,False
10937,56409,73770,54877,DI,False
74807,56409,73770,18876,DI,False
50980,14733,73770,54877,DI,False
45397,56409,73770,54877,DI,False
72009,14733,73770,54877,DI,False
65702,14733,73770,54877,DI,False
32080,66434,73770,54877,DOM,False
23727,29430,73770,54877,DOM,False
77951,29430,73770,54877,DOM,False
4395,56409,73770,54877,DI,False
67043,56409,73770,54877,DI,False
43697,56409,73770,71089,DI,False
50694,57961,73770,54877,DOM,False
33730,57961,73770,54877,DOM,False
38491,14733,73770,54877,DI,False
7176,66434,73770,54877,DOM,False
29583,56409,73770,18876,DI,False
20416,56409,73770,54877,DI,False
48812,31817,73770,54877,DOM,False
26227,31817,73770,54877,DOM,False
1149,31817,73770,54877,DOM,False
21937,71324,73770,18876,DOM,False
50280,14733,73770,54877,DI,False
2755,14733,73770,18876,DI,False
14331,56409,73770,18876,DI,False
31041,71324,73770,18876,DOM,False
1611,56409,73770,71089,DI,False
3729,29315,73770,54877,DI,False
37064,29315,73770,54877,DI,False
71283,29315,73770,54877,DI,False
22411,57961,73770,54877,DOM,False
1357,57961,73770,54877,DOM,False
68209,57961,73770,54877,DOM,False
52748,57961,73770,54877,DOM,False
32718,56409,73770,54877,DI,False
20100,29430,73770,54877,DOM,False
417,31817,73770,54877,DOM,False
63232,29430,73770,54877,DOM,False
5807,56409,73770,54877,DI,False
54120,66434,73770,54877,DOM,False
22168,31817,73770,54877,DOM,False
70599,14733,73770,54877,DI,False
26556,66434,73770,54877,DOM,False
49940,56409,73770,54877,DI,False
52240,14733,73770,54877,DI,False
80179,66434,73770,54877,DOM,False
1113,31817,73770,54877,DOM,False
32179,56409,73770,71089,DI,False
37113,14733,73770,54877,DI,False
21837,56409,73770,18876,DI,False
5759,29430,73770,54877,DOM,False
66427,56409,73770,54877,DI,False
26025,56409,73770,54877,DI,False
62455,56409,73770,54877,DI,False
18709,14733,73770,54877,DI,False
63382,56409,73770,71089,DI,False
75888,31416,73770,71089,DOM,False
